row_index,column_name,nonce_b64,tag_b64
2,texture_worst,1M2iFvq7JKx0tWam,7FtSWXeEzJH/dHw0Jm7meA==
2,perimeter_worst,Lp5mVBZCZZtrvWKc,V0bthwTrmBEGGH3cVi9rmg==
2,area_worst,HKJoTgrpRezHAMig,lzuZ3gP/bmNlufXRXWGPmQ==
2,smoothness_worst,sFfWSc3jMxz3QqdV,AtZB54eYh+2sSDMYctapBA==
2,compactness_worst,HZHFR72kgSMqkp+H,Hcpvyndi0OLTyZjZTRt7ig==
2,concavity_worst,158Bnl1ntyx4NseQ,ni0gzEV1fF3TrKZh9reKDQ==
2,concave points_worst,4I3uEEoaWuyXPJNO,6UBUtO0giRjkUQ7ryEeQGA==
2,symmetry_worst,XJkkVcjjVK5lR1Jl,iJ5h3Q7J5i+hdQJ6aP17og==
2,fractal_dimension_worst,JiOK5+31iDA+ED4Z,c1HrSLLJ0JLQx2+dJ27+Bw==
3,id,e9YTs702zN+uUdTZ,NNgJEfAw4phhVuIEWW9GbQ==
3,diagnosis,YXLI2G4Ajj6v8t8D,8mv2Mr3Ynr9LwTmpVFNkkA==
3,radius_mean,6PU525C7+nNbXOU3,mzuuGDo7330GLk2QyJcclw==
3,texture_mean,ADX6S9jFefeH3jUW,Rcgyy9IBWxp+CIHfnKAizA==
3,perimeter_mean,Bl7PrUYUhW1LD/6/,mL6fTLhCcGQl6M0SnyHmiw==
3,area_mean,2c+cNrw/FkXAjMLW,tCJsQWfmwgIjw/hvhOMQKQ==
3,smoothness_mean,nMYLAOt5+VlGc58q,ggB3aaWMjsxzM0gTitWcug==
3,compactness_mean,PI8ej0ob/erEkVqY,HBQMwqd2uUQlck7SKHNAOQ==
3,concavity_mean,auLOzrKrdCUR+osj,NngVpPF1xKwkBiFNOoP2fQ==
3,concave points_mean,7FB4ubNTp7/fFr5L,SQRNX37uahjkTg3Sx0Xzhg==
3,symmetry_mean,31YOWJOgYlfoAQxf,RU96oDi1AMEOZwvRz5Z4mg==
3,fractal_dimension_mean,ihoygbQzmvKQE+Qq,Vsmjvp2zTJIaCd+ALmmILQ==
3,radius_se,OpbuMCZfLHjKLTmg,PFoilOwf65qhxFn/zRC/ew==
3,texture_se,qiS+WBagug8vtu6l,jmNr6IsS5LVz1sKDtUgOAA==
3,perimeter_se,tLAXcQ4l1MbtbhEf,9lpo0ghC4/Lr1+89fqvSkQ==
3,area_se,H1IIonLt/xMeovK9,clkxk1F03cLxVa6Nfn8FJQ==
3,smoothness_se,aBHPdnN4Khr5cQgt,7RSK+3KBz9Yai7ZZ7qVnFA==
3,compactness_se,y9wTX5Yi6qKwgRZm,TC6AUyVgUD8Okd6dsdhv+Q==
3,concavity_se,Il56aGCIKjXF8/6Y,ciq5uszU77lI5f1Dp/UjwA==
3,concave points_se,4CIhM2fUoZ6gBnNC,Y25K6MpMralD8Cik5o4rOg==
3,symmetry_se,8cRpBRBpcqTQhIx1,DFSn+v/0dka5HNAHDovpPA==
3,fractal_dimension_se,TqM5Ex2WYOTmCMsg,ZDrqmQpoXg6Chw9TMbDS7w==
3,radius_worst,xTqFByaCNk1GgF9T,I/JSF1OL5UQKUxk0uLfHRw==
3,texture_worst,3gc38RzPkjjlS+ZU,WSJONt32/TtZPfnM1eaIAw==
3,perimeter_worst,AaFcUw/CTl/fJkxB,ogvkPmUYtRZwYaKxTAXHHg==
3,area_worst,Hp+RgiYJZGHiKHAa,+OqNgPmAT5L7vn2TDBOuRw==
3,smoothness_worst,zx+jPCWSnmLZDHqd,7yS3MUQEoUKoCAWUOf/Jdw==
3,compactness_worst,uyjBIGl4g5M4SQEP,S7pg9luYNzh2zkh5yyuaQA==
3,concavity_worst,Tx7j/od+d/vOvH1A,0C2xZBwxyVV1b5NDWErB+Q==
3,concave points_worst,0F5V/jc5Tg6FfBp2,ClHnTTJ3+y0Ln3FGDEAllA==
3,symmetry_worst,rJEbWrUI++HTDaa1,2ggOIaO3WQIkomm3j4dZOA==
3,fractal_dimension_worst,L9gt13HovekA8eE0,TL9Kb2becmMZof/PNNBIFQ==
4,id,mhOzaElFIquuwW1K,u6TCtMeIrhBQ5vxxoyU3mw==
4,diagnosis,qBk3G2V4QrwSH5XA,akPjWy5BjwcLxwvPqYU4sQ==
4,radius_mean,JUTUu91W7tTsBAtz,mobyYj6+1WbZwfFmxc1+iQ==
4,texture_mean,ICfO8KomizoVYBe5,uUCjfbnvMAW2rb3YvdJ4+g==
4,perimeter_mean,oLXwjbWod98I+yjD,XGxE9QHZCP3Z0BT/0SnVeA==
4,area_mean,hkxLsqLpx+IWK+l7,hzXdYP6yLcEV5+EvtsretA==
4,smoothness_mean,MBZJ8Hhe+84IEbeQ,SCZ55VgqLCecxX1vn2Jt2A==
4,compactness_mean,6GNzGXoJzW0Xc8Gp,hlm26zy33lD9Tqu82yXeDQ==
4,concavity_mean,Z75dl8YnnsEGqKY4,S3OHWWiXMVxRcV8EEV75Pw==
4,concave points_mean,FZnxCQNVWFyfYpRg,j+Lc8zip3MLuzvGsPO1dxw==
4,symmetry_mean,7Q0xUjbvRZW+Kt9c,pkMLO5Xks9Qqxmcq8p7bkg==
4,fractal_dimension_mean,8bCSqUzG+Kf69yaF,i/NRLnSO8JHOYH7SIAaWpQ==
4,radius_se,sEP3mbt2FMDrOKS8,eK5/r+fdQA2oNh/WiqRfbQ==
4,texture_se,ndH5HcmTJDqI2rO+,iagrt84el5x7Z6CavUCyiw==
4,perimeter_se,8juX7+OJMMwvnlTI,e1Mg6qs1zEIbS912P85jig==
4,area_se,tgAXazzapVSDfa1+,rJLk1JOp8/TsuCIkP2ljlg==
4,smoothness_se,myBDsYUC3ZUlMGM5,J1NtQWZM1bO/fKZVf8vDGg==
4,compactness_se,jSf+3IFMEsFtJu+0,UzwTvnPFGA/HTAzeWav5GQ==
4,concavity_se,abE/d1Tnrh8wEk4M,55YQwUhqZOcrLWsxcZkZsw==
4,concave points_se,sfm1Q/JcgeSdKaIJ,xTvurZnw7BSl9xVcRbhrXw==
4,symmetry_se,pvkddvrYUSFLjy6M,WXfNfHvrdq5EqWibHcE5mA==
4,fractal_dimension_se,f2jBd5tHwHQZo/3B,rcuG58ppSM3uk++JgsRy9w==
4,radius_worst,2L9eAhtKv1h08PLi,L3zrgVUw6A7j3En1E+zLNw==
4,texture_worst,eSzWHMjS1H56KFaZ,CWjlQuQF8p81Hvr2xRhQNw==
4,perimeter_worst,EsXgaNKzkRtUxcG0,/WwMy8SgUJqvicO8RE8kAQ==
4,area_worst,9l16LnR0vSUbbWXK,bJqg+U5KyQ/bt7GBHXbQjQ==
4,smoothness_worst,JaL4Av2wuWXjams0,UN8ykQRsjh4GGT/8/fLN5g==
4,compactness_worst,1DG7rSjPiG37QOuG,oO4XoP90v1MK8X+7L/BKkw==
4,concavity_worst,a4Yf9awFp9NMRwfZ,jLAH/4Mb9T0DzsfRYSDL3g==
4,concave points_worst,jSlZvwzFOktdjyNt,GIZJYKQaC83uGs+mzcIBzA==
4,symmetry_worst,9i6vSx+4/KPuBTNs,5A/6sVtHXSzTOnhZOJB73A==
4,fractal_dimension_worst,L07HKzflo2ql/B8V,d+edBo/npiAn+8Cdq9t6TA==
5,id,VDgSsmA+A3h+y5Jk,lSNP2X3fwP25n7qWhfpfqw==
5,diagnosis,4lpHsqEJa6snFKI+,fUopHs7dlajNNQLAdEfpHA==
5,radius_mean,HPajxXg7RxKSDxfR,x4ISvsahe/DoXMGWoAf5RQ==
5,texture_mean,+qKircWHXNVCK+Uw,qGXA0bIaGZwoXv76GCX2BQ==
5,perimeter_mean,HzMyp0RVRnVMCuiU,4OSuYsHZatIjI2P1kyOkGA==
5,area_mean,Neo+s3jtCo5Mj+e6,VzlnmxRwTUTbo9srQ7sOug==
5,smoothness_mean,atYfy6yFk4Gmi1KZ,GNXmXdZnCVeNyUESyfnahQ==
5,compactness_mean,zOMUsbMOLa+alsz4,oKDjaLmWzIYs6/XHvi90PA==
5,concavity_mean,bVZkceF84BJ7YL9R,fgwWHFyWS5wsa4APL79udg==
5,concave points_mean,ghnx0ZcYxpgPL/SZ,5oKK+6WtkR/5YU9T6XAgnw==
5,symmetry_mean,ZyrX3jEtfmuPNfyn,826gJHsK+lDXrENPatZmaA==
5,fractal_dimension_mean,mkNxpzyVMn5kshMo,IbtKT22SmnCrVFw1UgeTfA==
5,radius_se,yidMMLdhzEdSzkO9,S3REfN85ln4Jc1AsgGzEqg==
5,texture_se,D2zhQ1ezr3FlysYG,KMhtFI3X9ChUD51GXnNu4w==
5,perimeter_se,TbZdUqR487vUb0Cd,dZDKLoM2hwZ+K/0HG5ABbg==
5,area_se,kVVRRzA7356OPES/,E+QEqt8mz4ngXSjOQ92iWw==
5,smoothness_se,eNSwr/nYgAse4jNa,CbZAB/njzbcVLAvfgyI0wQ==
5,compactness_se,vZEnvpPWQqZKUALL,rTNHqVSbG2ZruhX1SeWJ2w==
5,concavity_se,a1yAfnmJaQZuNObA,i3pDY0XP57GS9MKNpnqBTw==
5,concave points_se,gEMvOeGchaCrH05E,VkCD0rx4EllsnH2Qe7nIrg==
5,symmetry_se,RDpD3j+QcaFRYE9G,OGjMFaC0kMYbuhKc6tYlpg==
5,fractal_dimension_se,5DQYsZWEkUWJZeR8,NejU/TWKHESEgLK/sj1fng==
5,radius_worst,eG9mH6wpaBICYHGO,gMIAN6YAZ9ziWWN3EeV3TA==
5,texture_worst,qW5v/Wjwnhyl+28/,LDf45og7VS8KE40teem0Ww==
5,perimeter_worst,Z1QQbESGQ4U4Hemy,PbFcci5K8b0Z2tBpR6PJDA==
5,area_worst,Uinkrtm1bt9JDyOs,LZQtFt4i+BQJkEZ0/soS1g==
5,smoothness_worst,l9zUOvdzP0MkL1Lm,of+/UQMU6HcNLIVsBW1x/A==
5,compactness_worst,/4cOdzIgDJMDthDc,TP76KgIsVhMh4IF68zO1jw==
5,concavity_worst,Vczlf8QLBUBJPUPy,ilD9QTxFwRs4JczZbLAkuw==
5,concave points_worst,bBkZCSwCq0c+RBI9,SURP7QmsdwpVeHxkkY+5iQ==
5,symmetry_worst,PK1qoeQteKkUOtTn,BWP+R3wMHwO9Sp5fwPDFDA==
5,fractal_dimension_worst,lJhmLrZH1b00ZgCZ,Skz8f9jiWFj2ZbozqyCHiQ==
6,id,ssUpM1u7ZI+Roqa/,stLozg9wT/tZ1K05gCQJhw==
6,diagnosis,0afEWS8yzMyrqIxH,FcnrpHvy1p4C7Y3YoVIJug==
6,radius_mean,RSW+aw6iFKrIOdLW,S5xF4ZIQVkYfnJREvISpGg==
6,texture_mean,BUWzZrj88mUsAFBy,Vo+1fjaNJPOq6Hvum5u2SA==
6,perimeter_mean,u01Uk8P+Dn0Vz02k,2wFfjKju2ZgkYsKskb6tlg==
6,area_mean,Qx0iFvIn42sgq0pI,VCF0+DeiicFxy/BMBV2R2w==
6,smoothness_mean,P9x/8lRKtXVoph6G,1HTzULhWgbKapRVKfGPNlg==
6,compactness_mean,ti3x1KJazQw7r8Oq,FEeZg5zPR5Y+nnLG4H2rWA==
6,concavity_mean,+r+wwykyZQBHf3/N,l0DrzPgWdKlu/xSf+a0utg==
6,concave points_mean,AgDcgSuUZsORjuM3,fCC3YoGpaoSdJsbgtDnjtQ==
6,symmetry_mean,IcorRPipL/Ta98jj,IM6zfVQ5bvgAwPb10yXO5g==
6,fractal_dimension_mean,7wsE7HWV6qTb32cy,rPgFPETJ98G+G7G/A5Cihw==
6,radius_se,t/qTssocvOaeBjvd,DV0nAHytoG2ugQhfb2Bxqg==
6,texture_se,XBE46xLpHjvHXZEP,LKqA2h+0qmRFvzrQJLodpg==
6,perimeter_se,ftSwLJn5LKY64FHm,mxUomb+DnDDKnr20lLY1vg==
6,area_se,WFjOvGx+SjZkbn4q,NygX4UuhDOJ6mCjP+eXUmQ==
6,smoothness_se,DtDTq5mnlEkHKDkS,MZIEkAmyUw/N0QXonZfo8g==
6,compactness_se,7xYIpWLFyVA9PPLM,SeHFSJBxtyC2ekUWYZ4ycw==
6,concavity_se,RdO+N472hnHowdm0,jEQ1+sz3Bc/kCnPtMygexA==
6,concave points_se,pz7vdLlx6Z/J2JMN,EA5d04iFnx5e+Y48ZdMnLw==
6,symmetry_se,TgU5sKF4qu2P5R/R,UuocC2LVXvV1TIPxqMScsQ==
6,fractal_dimension_se,GJeuo5qkZOGEFq59,YSOatyGuld/jp6t3j+km6w==
6,radius_worst,jDyLGHc4k2lLK/p8,KWlnzIjWa8GAdcY/2rHDVg==
6,texture_worst,HhTDA2Mz6J9t3dUv,P9nZ/FNJA3vpkha3XOdTWw==
6,perimeter_worst,P/NVaZCcR4IaB1ZZ,Af6vsUT2c0yP1644NO8fKQ==
6,area_worst,xN1Qhddvq+utOZCX,h6yD8UXtp5pw+rggJivSfg==
6,smoothness_worst,EPW53+HGtWxMR7oK,nAP9yFq4M/fgcKu3up3DkQ==
6,compactness_worst,KJBfz1dBi7ViS4vd,j0itLvV/ZQtWMo1B1Y8TbA==
6,concavity_worst,wD2r1/5Qitdx06Dw,c+iEvNZTcQ01AQtd5zskjg==
6,concave points_worst,rf1O2RVq8DUVKpQ9,IEwoAS/v0Vc89fOwcpDrSQ==
6,symmetry_worst,AF558rX4lSf/lkoH,Dwc7AUwK4/iGXs0XJqMUCA==
6,fractal_dimension_worst,g+8lmLwKxhxQkO5h,JVJ6CTpTNQeCgE5K8WvRow==
7,id,MnhXVl/FN6EpIZOT,AVSrO1hufkIk8xsqe8+XzQ==
7,diagnosis,m9GbWMoY/bL2xoWp,+5Gib5UdE/t0i67quZ0Hrw==
7,radius_mean,xoV0dh/7zi4XA2JC,VF0BmNwOShGplYyfh1CbEA==
7,texture_mean,aatmjjyqHXAeDGO0,QEf/dhoLMOGQxJvZWQf50w==
7,perimeter_mean,8ilnKJkECouaQB3m,0MWh7zpR0W/NzXxrDiV0pQ==
7,area_mean,JaIXdjojqoG40f2A,Mava4xIC18QrxOztaRwEzA==
7,smoothness_mean,1Z3Nu4KFBNQ9f71b,VH52r1cEm4Ib8NLzMY5s7A==
7,compactness_mean,t5QYeM/sihzj+nXd,3/TO3mGWoiGn0pHNb/3+RQ==
7,concavity_mean,HbzVHnqIU3zKv6/3,8MUD2YaFTg8tQKo2cp4qYw==
7,concave points_mean,ou6kFt5uHsWZpqk4,CFtyq9nNbEqTCh7H4GK1hQ==
7,symmetry_mean,VR4M9FNeKtegTJ1x,kCXdsGWWD8lOsz3I7d54Dg==
7,fractal_dimension_mean,AYzGY4D7F4LS6Rsb,6A4pfxYW7IeAx8NrHPo+4w==
7,radius_se,VajggXrFdJS4rWx5,nGcfNMJ1wvu4QlgL4D8Uag==
7,texture_se,7nU42NCZ+h9bf//u,BVe2qBf361qEQMV9F6ux+g==
7,perimeter_se,c7tpQ2Sm6TiWzQO7,lTF6nrghaRlvsKW8ik+iIQ==
7,area_se,zn/Kc3pgCfAFyuqH,e/dGTnJ4aHXIKw5MlDnRZw==
7,smoothness_se,K267MSXN/pycwIbC,JgmBH0KLUze3A0BwWFdOHQ==
7,compactness_se,jdTukJtw+Jk7puRB,dkjpHP93yYnM4IeNKICPCA==
7,concavity_se,lmgL2XeUNcJli/ao,N1e/PH+E6672Zx3cJpEgOQ==
7,concave points_se,Id4Jqbdvzu3qAJ68,d4XNx+lAI2qwCgD7FFPskA==
7,symmetry_se,uzwSSvMKCH5Se1gn,TwoC93lzIhCQociIgiSN+A==
7,fractal_dimension_se,bVEVb7R9nGdOmtxI,LqTMFAML4CT0MrO7uXWleQ==
7,radius_worst,OeuQL9F2kGlmyu8h,4K7MILhnaKDD0+wR5f3zxw==
7,texture_worst,1OZv7h7lsFQB6Uyr,f6Ag9ESdzTi0zAWE/2YsuA==
7,perimeter_worst,x5m4pfaQj4/wbghg,k8osDyHWud808b0TfNJ5gg==
7,area_worst,M2Xg9FCKvcLIMhP8,Bg+Eau9gDyuYwjFukg9CTw==
7,smoothness_worst,fbSvcnovr/eF1++f,JN2zMxv+PNBZ1JROB2+jaQ==
7,compactness_worst,VvA9fgN/FALxF/Ng,4HwJ3Zmvup6zbUkFiii/ZQ==
7,concavity_worst,PEVtFUda4+JhX/aI,DseN7E8R91YG1F5E+4zIhw==
7,concave points_worst,T61Qx7wm9bxIMFDr,IIBbBNB81TutMj1/Wdm/8g==
7,symmetry_worst,ANUkxzNy6Vb4yH9y,NXYhkd2Bon/JdvqAuOWoEA==
7,fractal_dimension_worst,huu4Zmb9Hf3cGBRU,BuOYzr9NLEUE+Vs49FfajA==
8,id,vRduau11LVZeAGQg,j/6TaXiX6XKkfjkwmPG8+g==
8,diagnosis,C9f1DtobEwkycU66,wRApEWiJjp/YVfykWZyZpA==
8,radius_mean,yib7N/Qd0kj3pUwn,q8633FCJuVvddwZSjBvFEA==
8,texture_mean,cHx0q4WUXl0U2Kzn,z6ydtmbfFsnuVnFKSEWgXw==
8,perimeter_mean,7VDwT1ewPrwpgSgq,qrCX6kf5W1Zyms0iSxOerg==
8,area_mean,6OGMdRvCcAZHwn04,1CclDMArqAS9QXQchmBgNg==
8,smoothness_mean,3weP1bOmS4kRQwIP,fe8zewHDAIGeQQJLGWON7g==
8,compactness_mean,npd4ohVsj1QBNihN,qhiHrvTUYFL+0efw4Ykf+w==
8,concavity_mean,+E2TVdj4nO4uMj8c,aeOt8XXFBtUksyLrG00c/w==
8,concave points_mean,081O9dMw4cyOF5dz,AGTdWuIpPpTbAcOBMPwp0g==
8,symmetry_mean,qqQ5Btq4WzSpsbLb,isXZ17/vNOykT7RukS9opA==
8,fractal_dimension_mean,rmqLuMV5htrClWh6,m6A7c6HhJ4nHkMyZifeoMA==
8,radius_se,5kRCYupvBXwP8QHb,hMA5lT5Uc+5B470YCQjGOA==
8,texture_se,P6wRFr/5qzKdK0J5,3DwSno8XsiKQcOg3SSwdFQ==
8,perimeter_se,iv2qw9f3R+VJtUyG,Cz2p8DwQ75yLtWgI7H6i0A==
8,area_se,Fp2vbNy1Lm/1pQl0,ZYFUJbIGPmwkL6cU+ZDPPg==
8,smoothness_se,4k+KK/6zmS9JIPV8,UIEAhXYG9Aqr3B0NGo3odg==
8,compactness_se,KJcsdva8iaMbh3aW,nPt9Jvxdwum4o600bNHzYg==
8,concavity_se,eYRDjTbd12lECAku,Vv0xlm1woD4ux943H2GyvA==
8,concave points_se,wmjuaar6ZUSGx/ah,cKKgKKWn9JID0cOIIHrsIQ==
8,symmetry_se,GealdZo6QaFhu3qf,g90v8DC+v7OquTaPVp9Epw==
8,fractal_dimension_se,fNAkCWIMcdDs7B2S,CazIJM98c9TtFFaPTXbEpg==
8,radius_worst,n32Fho6z+P+StqgN,y+ZWvglq+0TQDeaYXVvXFQ==
8,texture_worst,WhTpxw5WOge4Fmq9,tl1rCwA7/3eQelWprOFA/A==
8,perimeter_worst,h4NNmafiIwbKRqSu,PMhCHVIs0/ahaUkYt/llHg==
8,area_worst,TTfmFL4r9Izo7e4U,IJ85KgU8enxAqCNxecr+iA==
8,smoothness_worst,wEw12u+jm6CpRdQV,fSXDlplGJR0n2MrUzYJppw==
8,compactness_worst,EDWTOpwkQJjrFcJl,XLe/WPYsHb897O7av+g7SQ==
8,concavity_worst,8fe105E2v91ii+la,rfSXHfNe0xK9GKeZx8IlqA==
8,concave points_worst,oZzQibGYnM2OWaKA,Id0rlY63jxbCXTeb18UqUQ==
